Site,File,Deployment,Type,DateTime,Guild,Species,Count,Position,Tide,Foraging,Handling,sunrise,sunset,sintime,costime
QUIN,20220520_QUIN_R_006793.JPG,20220520_QUIN_R,Reference,2022-05-18T06:28:02Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Low,FALSE,FALSE,2022-05-18T05:54:52Z,2022-05-18T20:08:21Z,0.9925573619624929,-0.12177800792448894
QUIN,20220520_QUIN_R_006794.JPG,20220520_QUIN_R,Reference,2022-05-18T06:29:02Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Low,TRUE,FALSE,2022-05-18T05:54:52Z,2022-05-18T20:08:21Z,0.9921023943765559,-0.12543061457357518
QUIN,20220520_QUIN_R_006803.JPG,20220520_QUIN_R,Reference,2022-05-18T06:38:02Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Low,FALSE,FALSE,2022-05-18T05:54:52Z,2022-05-18T20:08:21Z,0.9874036170118543,-0.15822167080367747
QUIN,20220520_QUIN_R_006869.JPG,20220520_QUIN_R,Reference,2022-05-18T07:44:03Z,Wading Bird,Great Egret,1,Mudflat,Mid,FALSE,FALSE,2022-05-18T05:54:52Z,2022-05-18T20:08:21Z,0.9203249789245875,-0.391154615423949
QUIN,20220520_QUIN_R_007413.JPG,20220520_QUIN_R,Reference,2022-05-18T16:48:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Low,FALSE,FALSE,2022-05-18T05:54:52Z,2022-05-18T20:08:21Z,-0.7402864144502266,-0.6722916216794816
QUIN,20220520_QUIN_R_007414.JPG,20220520_QUIN_R,Reference,2022-05-18T16:49:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Low,FALSE,FALSE,2022-05-18T05:54:52Z,2022-05-18T20:08:21Z,-0.7427560847384602,-0.6695620946439497
QUIN,20220520_QUIN_R_007415.JPG,20220520_QUIN_R,Reference,2022-05-18T16:50:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Low,FALSE,FALSE,2022-05-18T05:54:52Z,2022-05-18T20:08:21Z,-0.7452156909868919,-0.6668234953171112
QUIN,20220520_QUIN_R_007416.JPG,20220520_QUIN_R,Reference,2022-05-18T16:51:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Low,FALSE,FALSE,2022-05-18T05:54:52Z,2022-05-18T20:08:21Z,-0.747665199868867,-0.6640758608058623
QUIN,20220520_QUIN_R_009014.JPG,20220520_QUIN_R,Reference,2022-05-19T19:20:02Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Low,FALSE,TRUE,2022-05-19T05:54:09Z,2022-05-19T20:09:10Z,-0.9837478774241627,-0.17955532201373073
QUIN,20220520_QUIN_R_009015.JPG,20220520_QUIN_R,Reference,2022-05-19T19:21:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Low,FALSE,TRUE,2022-05-19T05:54:09Z,2022-05-19T20:09:10Z,-0.9844117617653289,-0.17587917243972181
QUIN,20220520_QUIN_R_009016.JPG,20220520_QUIN_R,Reference,2022-05-19T19:22:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Low,FALSE,FALSE,2022-05-19T05:54:09Z,2022-05-19T20:09:10Z,-0.985051361474413,-0.17226089300071984
QUIN,20220520_QUIN_R_009017.JPG,20220520_QUIN_R,Reference,2022-05-19T19:23:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Low,FALSE,FALSE,2022-05-19T05:54:09Z,2022-05-19T20:09:10Z,-0.9856776619716859,-0.16864028786156324
QUIN,20220520_QUIN_R_009018.JPG,20220520_QUIN_R,Reference,2022-05-19T19:24:02Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Low,FALSE,FALSE,2022-05-19T05:54:09Z,2022-05-19T20:09:10Z,-0.986280547348305,-0.16507780566244482
QUIN,20220520_QUIN_R_009031.JPG,20220520_QUIN_R,Reference,2022-05-19T19:37:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-05-19T05:54:09Z,2022-05-19T20:09:10Z,-0.9930450439619857,-0.11773504432639408
QUIN,20220520_QUIN_R_009032.JPG,20220520_QUIN_R,Reference,2022-05-19T19:38:02Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,TRUE,FALSE,2022-05-19T05:54:09Z,2022-05-19T20:09:10Z,-0.9934639539920508,-0.11414627509682608
QUIN,20220520_QUIN_R_009033.JPG,20220520_QUIN_R,Reference,2022-05-19T19:39:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-05-19T05:54:09Z,2022-05-19T20:09:10Z,-0.9938834279611487,-0.11043428645215314
QUIN,20220520_QUIN_R_009034.JPG,20220520_QUIN_R,Reference,2022-05-19T19:40:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,TRUE,2022-05-19T05:54:09Z,2022-05-19T20:09:10Z,-0.9942824950644606,-0.10678164640232356
QUIN,20220520_QUIN_R_009077.JPG,20220520_QUIN_R,Reference,2022-05-19T20:23:02Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-05-19T05:54:09Z,2022-05-19T20:09:10Z,-0.9972285856221942,0.07439857537586346
QUIN,20220520_QUIN_R_009078.JPG,20220520_QUIN_R,Reference,2022-05-19T20:24:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-05-19T05:54:09Z,2022-05-19T20:09:10Z,-0.9968075270929382,0.07984205615376697
QUIN,20220520_QUIN_R_009686.JPG,20220520_QUIN_R,Reference,2022-05-20T06:14:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,TRUE,2022-05-20T05:53:27Z,2022-05-20T20:09:58Z,0.9971469522904624,-0.07548480335698236
QUIN,20220520_QUIN_R_009747.JPG,20220520_QUIN_R,Reference,2022-05-20T07:15:03Z,Wading Bird,Great Egret,1,Mudflat,Mid,FALSE,FALSE,2022-05-20T05:53:27Z,2022-05-20T20:09:58Z,0.9555453450582453,-0.2948441851851907
QUIN,20220520_QUIN_R_009858.JPG,20220520_QUIN_R,Reference,2022-05-20T09:06:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-05-20T05:53:27Z,2022-05-20T20:09:58Z,0.7606917373763308,-0.6491133034281299
QUIN,20220520_QUIN_R_009859.JPG,20220520_QUIN_R,Reference,2022-05-20T09:07:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-05-20T05:53:27Z,2022-05-20T20:09:58Z,0.7583058084785625,-0.6518989958787126
QUIN,20220520_QUIN_R_009860.JPG,20220520_QUIN_R,Reference,2022-05-20T09:08:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-05-20T05:53:27Z,2022-05-20T20:09:58Z,0.7559096782905687,-0.6546759185021617
QUIN,0220621_QUIN_R_04345.JPG,0220621_QUIN_R_,Reference,2022-06-09T09:48:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-06-09T05:45:31Z,2022-06-09T20:23:24Z,0.6464201958559658,-0.762981605538125
QUIN,0220621_QUIN_R_04346.JPG,0220621_QUIN_R_,Reference,2022-06-09T09:49:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-06-09T05:45:31Z,2022-06-09T20:23:24Z,0.6436857091172435,-0.7652899502007271
QUIN,0220621_QUIN_R_04410.JPG,0220621_QUIN_R_,Reference,2022-06-09T10:53:03Z,Perching Bird,Red-winged Blackbird,1,Mudflat,Low,FALSE,FALSE,2022-06-09T05:45:31Z,2022-06-09T20:23:24Z,0.4531347111404044,-0.8914420528333304
QUIN,0220621_QUIN_R_05252.JPG,0220621_QUIN_R_,Reference,2022-06-10T00:55:02Z,Mesomammal,River Otter,1,Floating,High,FALSE,FALSE,2022-06-10T05:45:25Z,2022-06-10T20:23:54Z,-0.9673508316941946,-0.2534410551204165
QUIN,0220621_QUIN_R_05389.JPG,0220621_QUIN_R_,Reference,2022-06-10T03:11:02Z,Waterfowl,Mallard,2,Floating,High,FALSE,FALSE,2022-06-10T05:45:25Z,2022-06-10T20:23:54Z,0.6495721284367572,0.7602999736670658
QUIN,0220621_QUIN_R_05899.JPG,0220621_QUIN_R_,Reference,2022-06-10T11:38:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-06-10T05:45:25Z,2022-06-10T20:23:54Z,0.30481936038370006,-0.952410183447905
QUIN,0220621_QUIN_R_05901.JPG,0220621_QUIN_R_,Reference,2022-06-10T11:40:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-06-10T05:45:25Z,2022-06-10T20:23:54Z,0.29799981835037254,-0.9545659266196049
QUIN,0220621_QUIN_R_05902.JPG,0220621_QUIN_R_,Reference,2022-06-10T11:41:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-06-10T05:45:25Z,2022-06-10T20:23:54Z,0.2945843091134024,-0.9556254940216797
QUIN,0220621_QUIN_R_05903.JPG,0220621_QUIN_R_,Reference,2022-06-10T11:42:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-06-10T05:45:25Z,2022-06-10T20:23:54Z,0.29116503261845134,-0.9566728405156573
QUIN,0220621_QUIN_R_05904.JPG,0220621_QUIN_R_,Reference,2022-06-10T11:43:02Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-06-10T05:45:25Z,2022-06-10T20:23:54Z,0.2877991128681671,-0.9576908011630351
QUIN,0220621_QUIN_R_05906.JPG,0220621_QUIN_R_,Reference,2022-06-10T11:45:03Z,Perching Bird,American Crow,1,Mudflat,Mid,FALSE,FALSE,2022-06-10T05:45:25Z,2022-06-10T20:23:54Z,0.28088503709353807,-0.9597414213927425
QUIN,0220621_QUIN_R_05910.JPG,0220621_QUIN_R_,Reference,2022-06-10T11:49:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-06-10T05:45:25Z,2022-06-10T20:23:54Z,0.26712829293006746,-0.9636609751962918
QUIN,0220621_QUIN_R_05911.JPG,0220621_QUIN_R_,Reference,2022-06-10T11:50:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-06-10T05:45:25Z,2022-06-10T20:23:54Z,0.2636804564736188,-0.9646100854095732
QUIN,0220621_QUIN_R_05912.JPG,0220621_QUIN_R_,Reference,2022-06-10T11:51:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-06-10T05:45:25Z,2022-06-10T20:23:54Z,0.2602292479695994,-0.9655468598163306
QUIN,0220621_QUIN_R_05913.JPG,0220621_QUIN_R_,Reference,2022-06-10T11:52:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-06-10T05:45:25Z,2022-06-10T20:23:54Z,0.2567747115533977,-0.9664712864367309
QUIN,0220621_QUIN_R_05914.JPG,0220621_QUIN_R_,Reference,2022-06-10T11:53:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-06-10T05:45:25Z,2022-06-10T20:23:54Z,0.25331689140295993,-0.9673833534488492
QUIN,0220621_QUIN_R_05919.JPG,0220621_QUIN_R_,Reference,2022-06-10T11:58:03Z,Perching Bird,Red-winged Blackbird,1,Mudflat,Mid,FALSE,FALSE,2022-06-10T05:45:25Z,2022-06-10T20:23:54Z,0.23598008377323287,-0.9717578916903006
QUIN,0220621_QUIN_R_05931.JPG,0220621_QUIN_R_,Reference,2022-06-10T12:10:03Z,Perching Bird,Red-winged Blackbird,1,Mudflat,Mid,FALSE,FALSE,2022-06-10T05:45:25Z,2022-06-10T20:23:54Z,0.1940745406094422,-0.9809867851746189
QUIN,0220621_QUIN_R_06002.JPG,0220621_QUIN_R_,Reference,2022-06-10T13:21:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,TRUE,FALSE,2022-06-10T05:45:25Z,2022-06-10T20:23:54Z,-0.058556936454414676,-0.9982840703893224
QUIN,0220621_QUIN_R_06003.JPG,0220621_QUIN_R_,Reference,2022-06-10T13:22:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,TRUE,2022-06-10T05:45:25Z,2022-06-10T20:23:54Z,-0.06212664079429535,-0.9980682744700468
QUIN,0220621_QUIN_R_06004.JPG,0220621_QUIN_R_,Reference,2022-06-10T13:23:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-06-10T05:45:25Z,2022-06-10T20:23:54Z,-0.06569555057439061,-0.9978397138993454
QUIN,0220621_QUIN_R_06681.JPG,0220621_QUIN_R_,Reference,2022-06-11T00:37:01Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Low,FALSE,FALSE,2022-06-11T05:45:22Z,2022-06-11T20:24:22Z,-0.933780965684445,-0.35784508956450034
QUIN,0220621_QUIN_R_06682.JPG,0220621_QUIN_R_,Reference,2022-06-11T00:38:01Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Low,FALSE,FALSE,2022-06-11T05:45:22Z,2022-06-11T20:24:22Z,-0.9357702414473525,-0.3526103447455328
QUIN,0220621_QUIN_R_06705.JPG,0220621_QUIN_R_,Reference,2022-06-11T01:01:02Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Low,FALSE,FALSE,2022-06-11T05:45:22Z,2022-06-11T20:24:22Z,-0.9733311050283499,-0.22940479503334565
QUIN,0220621_QUIN_R_06706.JPG,0220621_QUIN_R_,Reference,2022-06-11T01:02:02Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Low,FALSE,FALSE,2022-06-11T05:45:22Z,2022-06-11T20:24:22Z,-0.9746005004415,-0.22395058503870374
QUIN,0220621_QUIN_R_06707.JPG,0220621_QUIN_R_,Reference,2022-06-11T01:03:01Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Low,FALSE,FALSE,2022-06-11T05:45:22Z,2022-06-11T20:24:22Z,-0.975818936063662,-0.2185804291778722
QUIN,0220621_QUIN_R_06790.JPG,0220621_QUIN_R_,Reference,2022-06-11T02:24:02Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-06-11T05:45:22Z,2022-06-11T20:24:22Z,0.4289519955477841,0.9033272859354874
QUIN,0220621_QUIN_R_06791.JPG,0220621_QUIN_R_,Reference,2022-06-11T02:25:01Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-06-11T05:45:22Z,2022-06-11T20:24:22Z,0.43391977744088517,0.9009515118726715
QUIN,0220621_QUIN_R_06792.JPG,0220621_QUIN_R_,Reference,2022-06-11T02:26:01Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-06-11T05:45:22Z,2022-06-11T20:24:22Z,0.4389582639266942,0.8985074526849862
QUIN,0220621_QUIN_R_06793.JPG,0220621_QUIN_R_,Reference,2022-06-11T02:27:01Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-06-11T05:45:22Z,2022-06-11T20:24:22Z,0.4439829847817009,0.8960352165090008
QUIN,0220621_QUIN_R_06813.JPG,0220621_QUIN_R_,Reference,2022-06-11T02:46:02Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-06-11T05:45:22Z,2022-06-11T20:24:22Z,0.5367091041257334,0.8437673479985776
QUIN,0220621_QUIN_R_06814.JPG,0220621_QUIN_R_,Reference,2022-06-11T02:47:02Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-06-11T05:45:22Z,2022-06-11T20:24:22Z,0.5414257499915213,0.8407485695772065
QUIN,0220621_QUIN_R_06815.JPG,0220621_QUIN_R_,Reference,2022-06-11T02:48:02Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-06-11T05:45:22Z,2022-06-11T20:24:22Z,0.54612541686957,0.8377034254729048
QUIN,0220621_QUIN_R_07036.JPG,0220621_QUIN_R_,Reference,2022-06-11T06:26:03Z,Waterfowl,Canada Goose,1,Floating,High,FALSE,FALSE,2022-06-11T05:45:22Z,2022-06-11T20:24:22Z,0.9894473932913981,-0.14489256678262508
QUIN,0220621_QUIN_R_07312.JPG,0220621_QUIN_R_,Reference,2022-06-11T11:02:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-06-11T05:45:22Z,2022-06-11T20:24:22Z,0.42499221499956835,-0.9051970046292468
QUIN,0220621_QUIN_R_07503.JPG,0220621_QUIN_R_,Reference,2022-06-11T14:13:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-06-11T05:45:22Z,2022-06-11T20:24:22Z,-0.24128606416680745,-0.970454035613687
QUIN,0220621_QUIN_R_07504.JPG,0220621_QUIN_R_,Reference,2022-06-11T14:14:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,TRUE,FALSE,2022-06-11T05:45:22Z,2022-06-11T20:24:22Z,-0.24475296993841683,-0.9695854700367186
QUIN,0220621_QUIN_R_07505.JPG,0220621_QUIN_R_,Reference,2022-06-11T14:15:02Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-06-11T05:45:22Z,2022-06-11T20:24:22Z,-0.24815904547787052,-0.9687193030736573
QUIN,0220621_QUIN_R_07506.JPG,0220621_QUIN_R_,Reference,2022-06-11T14:16:02Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-06-11T05:45:22Z,2022-06-11T20:24:22Z,-0.2516197073393213,-0.9678261842285909
QUIN,0220621_QUIN_R_07530.JPG,0220621_QUIN_R_,Reference,2022-06-11T14:40:02Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-06-11T05:45:22Z,2022-06-11T20:24:22Z,-0.3336103240217714,-0.9427110648051654
QUIN,0220621_QUIN_R_08340.JPG,0220621_QUIN_R_,Reference,2022-06-12T03:54:02Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-06-12T05:45:20Z,2022-06-12T20:24:49Z,0.8116444732668352,0.5841517345822074
QUIN,0220621_QUIN_R_08341.JPG,0220621_QUIN_R_,Reference,2022-06-12T03:55:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-06-12T05:45:20Z,2022-06-12T20:24:49Z,0.8149600070770567,0.5795172015263771
QUIN,0220621_QUIN_R_08920.JPG,0220621_QUIN_R_,Reference,2022-06-12T13:29:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Low,FALSE,FALSE,2022-06-12T05:45:20Z,2022-06-12T20:24:49Z,-0.08550814123049093,-0.9963374718353749
QUIN,0220621_QUIN_R_08921.JPG,0220621_QUIN_R_,Reference,2022-06-12T13:30:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Low,FALSE,FALSE,2022-06-12T05:45:20Z,2022-06-12T20:24:49Z,-0.08906666157810796,-0.9960256672372108
QUIN,0220621_QUIN_R_08922.JPG,0220621_QUIN_R_,Reference,2022-06-12T13:31:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Low,FALSE,FALSE,2022-06-12T05:45:20Z,2022-06-12T20:24:49Z,-0.09262404540936812,-0.9957011530635099
QUIN,0220621_QUIN_R_08923.JPG,0220621_QUIN_R_,Reference,2022-06-12T13:32:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Low,FALSE,FALSE,2022-06-12T05:45:20Z,2022-06-12T20:24:49Z,-0.09618024733102416,-0.9953639334551675
QUIN,0220621_QUIN_R_08924.JPG,0220621_QUIN_R_,Reference,2022-06-12T13:33:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Low,FALSE,FALSE,2022-06-12T05:45:20Z,2022-06-12T20:24:49Z,-0.09973522196491208,-0.9950140127152027
QUIN,0220621_QUIN_R_08925.JPG,0220621_QUIN_R_,Reference,2022-06-12T13:34:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Low,FALSE,FALSE,2022-06-12T05:45:20Z,2022-06-12T20:24:49Z,-0.10328892394852666,-0.9946513953087058
QUIN,0220621_QUIN_R_08926.JPG,0220621_QUIN_R_,Reference,2022-06-12T13:35:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Low,FALSE,FALSE,2022-06-12T05:45:20Z,2022-06-12T20:24:49Z,-0.10684130793560385,-0.9942760858627796
QUIN,0220621_QUIN_R_08948.JPG,0220621_QUIN_R_,Reference,2022-06-12T13:57:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Low,FALSE,FALSE,2022-06-12T05:45:20Z,2022-06-12T20:24:49Z,-0.1845687651233295,-0.9828196024402694
QUIN,0220621_QUIN_R_09008.JPG,0220621_QUIN_R_,Reference,2022-06-12T14:57:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-06-12T05:45:20Z,2022-06-12T20:24:49Z,-0.3893837716454133,-0.9210756094801298
QUIN,0220621_QUIN_R_09009.JPG,0220621_QUIN_R_,Reference,2022-06-12T14:58:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-06-12T05:45:20Z,2022-06-12T20:24:49Z,-0.3926715066363546,-0.9196787960347543
QUIN,0220621_QUIN_R_09035.JPG,0220621_QUIN_R_,Reference,2022-06-12T15:24:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-06-12T05:45:20Z,2022-06-12T20:24:49Z,-0.47627254551213793,-0.8792977097612552
QUIN,0220621_QUIN_R_09036.JPG,0220621_QUIN_R_,Reference,2022-06-12T15:25:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-06-12T05:45:20Z,2022-06-12T20:24:49Z,-0.4794104892575102,-0.8775907832183942
QUIN,0220621_QUIN_R_09638.JPG,0220621_QUIN_R_,Reference,2022-06-13T01:22:02Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-06-13T05:45:19Z,2022-06-13T20:25:14Z,0.09381791923234264,0.995589372196647
QUIN,0220621_QUIN_R_09639.JPG,0220621_QUIN_R_,Reference,2022-06-13T01:23:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-06-13T05:45:19Z,2022-06-13T20:25:14Z,0.0994940176824116,0.9950381602960823
QUIN,0220621_QUIN_R_09701.JPG,0220621_QUIN_R_,Reference,2022-06-13T02:24:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Low,FALSE,FALSE,2022-06-13T05:45:19Z,2022-06-13T20:25:14Z,0.42759206739648437,0.9039718048145088
QUIN,0220621_QUIN_R_09702.JPG,0220621_QUIN_R_,Reference,2022-06-13T02:25:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Low,FALSE,FALSE,2022-06-13T05:45:19Z,2022-06-13T20:25:14Z,0.4326559801616964,0.9015590955840453
QUIN,0220621_QUIN_R_09741.JPG,0220621_QUIN_R_,Reference,2022-06-13T03:02:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Low,FALSE,FALSE,2022-06-13T05:45:19Z,2022-06-13T20:25:14Z,0.6091445672376578,0.7930592009458353
QUIN,0220621_QUIN_R_09742.JPG,0220621_QUIN_R_,Reference,2022-06-13T03:03:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Low,FALSE,FALSE,2022-06-13T05:45:19Z,2022-06-13T20:25:14Z,0.613583482859264,0.789629856047943
QUIN,0220621_QUIN_R_09743.JPG,0220621_QUIN_R_,Reference,2022-06-13T03:04:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Low,FALSE,FALSE,2022-06-13T05:45:19Z,2022-06-13T20:25:14Z,0.6180030924580322,0.7861756659375237
QUIN,0220621_QUIN_R_09744.JPG,0220621_QUIN_R_,Reference,2022-06-13T03:05:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Low,FALSE,FALSE,2022-06-13T05:45:19Z,2022-06-13T20:25:14Z,0.6224032569736936,0.7826967392985219
QUIN,0220621_QUIN_R_09827.JPG,0220621_QUIN_R_,Reference,2022-06-13T04:23:02Z,Mesomammal,Raccoon,1,Mudflat,Mid,TRUE,FALSE,2022-06-13T05:45:19Z,2022-06-13T20:25:14Z,0.8953617548743771,0.4453395647236791
QUIN,0220621_QUIN_R_09853.JPG,0220621_QUIN_R_,Reference,2022-06-13T04:49:02Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-06-13T05:45:19Z,2022-06-13T20:25:14Z,0.9505758041474341,0.3104925773178144
QUIN,0220621_QUIN_R_09854.JPG,0220621_QUIN_R_,Reference,2022-06-13T04:50:02Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Mid,FALSE,FALSE,2022-06-13T05:45:19Z,2022-06-13T20:25:14Z,0.9523024923217389,0.30515563753239827
QUIN,0220621_QUIN_R_10403.JPG,0220621_QUIN_R_,Reference,2022-06-13T13:59:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Low,FALSE,FALSE,2022-06-13T05:45:19Z,2022-06-13T20:25:14Z,-0.1907914713505271,-0.9816305896109294
QUIN,0220621_QUIN_R_10454.JPG,0220621_QUIN_R_,Reference,2022-06-13T14:50:03Z,Perching Bird,American Crow,1,Mudflat,Low,FALSE,FALSE,2022-06-13T05:45:19Z,2022-06-13T20:25:14Z,-0.36539641687272106,-0.9308520067854915
QUIN,0220621_QUIN_R_11289.JPG,0220621_QUIN_R_,Reference,2022-06-14T04:39:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Low,TRUE,FALSE,2022-06-14T05:45:20Z,2022-06-14T20:25:38Z,0.9315848236252303,0.3635240245033999
QUIN,0220621_QUIN_R_11290.JPG,0220621_QUIN_R_,Reference,2022-06-14T04:40:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Low,FALSE,FALSE,2022-06-14T05:45:20Z,2022-06-14T20:25:38Z,0.9336105959446035,0.3582893455574173
QUIN,0220621_QUIN_R_11291.JPG,0220621_QUIN_R_,Reference,2022-06-14T04:41:03Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Low,FALSE,FALSE,2022-06-14T05:45:20Z,2022-06-14T20:25:38Z,0.9356069542859666,0.35304337848448203
QUIN,0220621_QUIN_R_11322.JPG,0220621_QUIN_R_,Reference,2022-06-14T05:11:02Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Low,FALSE,FALSE,2022-06-14T05:45:20Z,2022-06-14T20:25:38Z,0.9815241046778242,0.19133852705713914
QUIN,0220621_QUIN_R_11323.JPG,0220621_QUIN_R_,Reference,2022-06-14T05:12:02Z,Wading Bird,Yellow-crowned Night Heron,1,Mudflat,Low,FALSE,FALSE,2022-06-14T05:45:20Z,2022-06-14T20:25:38Z,0.9825826192512562,0.1858262531111815
